Trace
Swept SA
A.13.07,N9020A
1132.3,-23.5239086151123
1133.525,-23.470422744751
1134.75,-23.4127540588379
1135.975,-23.3542499542236
1137.2,-23.2957458496094
1138.425,-23.2372417449951
1139.65,-23.1770648956299
1140.875,-23.1127071380615
1142.1,-23.0399875640869
1143.325,-22.9597415924072
1144.55,-22.8744792938232
1145.775,-22.7875442504883
1147,-22.7014446258545
1148.225,-22.6203632354736
1149.45,-22.5468082427979
1150.675,-22.4824504852295
1151.9,-22.4272899627686
1153.125,-22.3830013275146
1154.35,-22.347074508667
1155.575,-22.3178367614746
1156.8,-22.2919445037842
1158.025,-22.2677230834961
1159.25,-22.2409954071045
1160.475,-22.20924949646
1161.7,-22.1691398620605
1162.925,-22.1215076446533
1164.15,-22.0638389587402
1165.375,-21.9978084564209
1166.6,-21.9259243011475
1167.825,-21.8515338897705
1169.05,-21.7771415710449
1170.275,-21.7060928344727
1171.5,-21.6434078216553
1172.725,-21.5907573699951
1173.95,-21.5498123168945
1175.175,-21.51806640625
1176.4,-21.4938468933105
1177.625,-21.4754791259766
1178.85,-21.4604568481445
1180.075,-21.4471073150635
1181.3,-21.4354305267334
1182.525,-21.4237518310547
1183.75,-21.4120750427246
1184.975,-21.3987255096436
1186.2,-21.3837032318115
1187.425,-21.3645000457764
1188.65,-21.3402786254883
1189.875,-21.3102054595947
1191.1,-21.2767868041992
1192.325,-21.2391872406006
1193.55,-21.1990795135498
1194.775,-21.1556262969971
1196,-21.108829498291
1197.225,-21.0595226287842
1198.45,-21.006872177124
1199.675,-20.9525489807129
1200.9,-20.8948802947998
1202.125,-20.8372116088867
1203.35,-20.7803802490234
1204.575,-20.7252216339111
1205.8,-20.6725692749023
1207.025,-20.6232643127441
1208.25,-20.5756301879883
1209.475,-20.5305042266846
1210.7,-20.4862155914307
1211.925,-20.4427623748779
1213.15,-20.398473739624
1214.375,-20.3525123596191
1215.6,-20.3057155609131
1216.825,-20.2605895996094
1218.05,-20.2163009643555
1219.275,-20.1770286560059
1220.5,-20.1444454193115
1221.725,-20.1193904876709
1222.95,-20.1026954650879
1224.175,-20.091854095459
1225.4,-20.0835208892822
1226.625,-20.0760250091553
1227.85,-20.0668563842773
1229.075,-20.0518341064453
1230.3,-20.0317935943604
1231.525,-20.0050659179688
1232.75,-19.9724826812744
1233.975,-19.9348831176758
1235.2,-19.8922672271729
1236.425,-19.8437957763672
1237.65,-19.7886371612549
1238.875,-19.7276248931885
1240.1,-19.6599216461182
1241.325,-19.5888748168945
1242.55,-19.5178279876709
1243.775,-19.4509601593018
1245,-19.3899478912354
1246.225,-19.3398056030273
1247.45,-19.3005332946777
1248.675,-19.2729682922363
1249.9,-19.2554378509521
1251.125,-19.2429237365723
1252.35,-19.2312469482422
1253.575,-19.2178974151611
1254.8,-19.1995296478271
1256.025,-19.1753101348877
1257.25,-19.1443996429443
1258.475,-19.1084728240967
1259.7,-19.0683650970459
1260.925,-19.0257472991943
1262.15,-18.9822940826416
1263.375,-18.9380054473877
1264.6,-18.894552230835
1265.825,-18.8510990142822
1267.05,-18.8076477050781
1268.275,-18.7675399780273
1269.5,-18.7299404144287
1270.725,-18.6973571777344
1271.95,-18.669792175293
1273.175,-18.6480808258057
1274.4,-18.6322212219238
1275.625,-18.6213798522949
1276.85,-18.612211227417
1278.075,-18.6013698577881
1279.3,-18.5863475799561
1280.525,-18.5654735565186
1281.75,-18.5362358093262
1282.975,-18.4994716644287
1284.2,-18.4568557739258
1285.425,-18.4108943939209
1286.65,-18.3615875244141
1287.875,-18.3122806549072
1289.1,-18.262975692749
1290.325,-18.2178497314453
1291.55,-18.1743965148926
1292.775,-18.135124206543
1294,-18.1008701324463
1295.225,-18.0724697113037
1296.45,-18.0490856170654
1297.675,-18.0315532684326
1298.9,-18.0198764801025
1300.125,-18.0132160186768
1301.35,-18.0107364654541
1302.575,-18.0107669830322
1303.8,-18.0116310119629
1305.025,-18.0141696929932
1306.25,-18.0125255584717
1307.475,-18.0058670043945
1308.7,-17.9916801452637
1309.925,-17.9708042144775
1311.15,-17.9432392120361
1312.375,-17.9114933013916
1313.6,-17.8772392272949
1314.825,-17.8421478271484
1316.05,-17.807056427002
1317.275,-17.7744750976563
1318.5,-17.7444000244141
1319.725,-17.7176723480225
1320.95,-17.6934509277344
1322.175,-17.6709041595459
1323.4,-17.64919090271
1324.625,-17.6291522979736
1325.85,-17.6099491119385
1327.075,-17.5932540893555
1328.3,-17.5790691375732
1329.525,-17.5665550231934
1330.75,-17.5557136535645
1331.975,-17.5473804473877
1333.2,-17.5398845672607
1334.425,-17.5323886871338
1335.65,-17.5232181549072
1336.875,-17.5123767852783
1338.1,-17.4981918334961
1339.325,-17.4806613922119
1340.55,-17.4597854614258
1341.775,-17.4355640411377
1343,-17.4096717834473
1344.225,-17.382942199707
1345.45,-17.3553771972656
1346.675,-17.328649520874
1347.9,-17.302755355835
1349.125,-17.2785358428955
1350.35,-17.2543163299561
1351.575,-17.2309303283691
1352.8,-17.2075462341309
1354.025,-17.1824913024902
1355.25,-17.15576171875
1356.475,-17.1265239715576
1357.7,-17.0939407348633
1358.925,-17.0596866607666
1360.15,-17.0229244232178
1361.375,-16.9853248596191
1362.6,-16.9477252960205
1363.825,-16.9101257324219
1365.05,-16.8741989135742
1366.275,-16.8424510955811
1367.5,-16.8123779296875
1368.725,-16.7864856719971
1369.95,-16.7631015777588
1371.175,-16.7422256469727
1372.4,-16.7230224609375
1373.625,-16.7054920196533
1374.85,-16.6896324157715
1376.075,-16.6746101379395
1377.3,-16.6612606048584
1378.525,-16.6487483978271
1379.75,-16.6379070281982
1380.975,-16.6295738220215
1382.2,-16.6229133605957
1383.425,-16.6179256439209
1384.65,-16.6154460906982
1385.875,-16.6146392822266
1387.1,-16.6146678924561
1388.325,-16.6146984100342
1389.55,-16.6147270202637
1390.775,-16.6147556304932
1392,-16.6156215667725
1393.225,-16.615650177002
1394.45,-16.6123352050781
1395.675,-16.6040019989014
1396.9,-16.5914897918701
1398.125,-16.5739574432373
1399.35,-16.5497379302979
1400.575,-16.5205001831055
1401.8,-16.4862461090088
1403.025,-16.4511547088623
1404.25,-16.4152278900146
1405.475,-16.3818092346191
1406.7,-16.3517360687256
1407.925,-16.3275146484375
1409.15,-16.3083114624023
1410.375,-16.2957973480225
1411.6,-16.2883014678955
1412.825,-16.2841491699219
1414.05,-16.2841796875
1415.275,-16.2842082977295
1416.5,-16.28590965271
1417.725,-16.2876110076904
1418.95,-16.2876415252686
1420.175,-16.2859973907471
1421.4,-16.2818470001221
1422.625,-16.2751865386963
1423.85,-16.2676887512207
1425.075,-16.2593574523926
1426.3,-16.2493515014648
1427.525,-16.2401828765869
1428.75,-16.2318496704102
1429.975,-16.2243537902832
1431.2,-16.2185287475586
1432.425,-16.2135410308838
1433.65,-16.21022605896
1434.875,-16.2077465057373
1436.1,-16.2052669525146
1437.325,-16.2036247253418
1438.55,-16.2019805908203
1439.775,-16.2003383636475
1441,-16.1978588104248
1442.225,-16.1953792572021
1443.45,-16.1920642852783
1444.675,-16.1879119873047
1445.9,-16.1820888519287
1447.125,-16.1754283905029
1448.35,-16.1670951843262
1449.575,-16.1570892333984
1450.8,-16.1470851898193
1452.025,-16.1362438201904
1453.25,-16.1262378692627
1454.475,-16.1179065704346
1455.7,-16.1095733642578
1456.925,-16.1037483215332
1458.15,-16.0979251861572
1459.375,-16.0946102142334
1460.6,-16.0912933349609
1461.825,-16.0888156890869
1463.05,-16.0846633911133
1464.275,-16.0796756744385
1465.5,-16.0721778869629
1466.725,-16.0621738433838
1467.95,-16.0488243103027
1469.175,-16.0321292877197
1470.4,-16.0137615203857
1471.625,-15.9920501708984
1472.85,-15.9686660766602
1474.075,-15.9444456100464
1475.3,-15.9202251434326
1476.525,-15.8976774215698
1477.75,-15.8776378631592
1478.975,-15.8609437942505
1480.2,-15.8484296798706
1481.425,-15.8400974273682
1482.65,-15.8359451293945
1483.875,-15.8359746932983
1485.1,-15.8368396759033
1486.325,-15.8402137756348
1487.55,-15.8469333648682
1488.775,-15.8553237915039
1490,-15.8645515441895
1491.225,-15.8746147155762
1492.45,-15.8838424682617
1493.675,-15.8922338485718
1494.9,-15.9006252288818
1496.125,-15.9073438644409
1497.35,-15.9123907089233
1498.575,-15.916600227356
1499.8,-15.9208106994629
1501.025,-15.9241847991943
1502.25,-15.9275588989258
1503.475,-15.9300966262817
1504.7,-15.9334707260132
1505.925,-15.9351720809937
1507.15,-15.9368743896484
1508.375,-15.9385757446289
1509.6,-15.9386053085327
1510.825,-15.9369621276855
1512.05,-15.9353189468384
1513.275,-15.9328393936157
1514.5,-15.9328689575195
1515.725,-15.932897567749
1516.95,-15.9337635040283
1518.175,-15.9363012313843
1519.4,-15.9413480758667
1520.625,-15.9480667114258
1521.85,-15.957293510437
1523.075,-15.9681940078735
1524.3,-15.9799299240112
1525.525,-15.9925022125244
1526.75,-16.0025653839111
1527.975,-16.0109558105469
1529.2,-16.0143299102783
1530.425,-16.0135231018066
1531.65,-16.0093727111816
1532.875,-16.003547668457
1534.1,-16.0002326965332
1535.325,-15.998589515686
1536.55,-15.9986181259155
1537.775,-16.0011558532715
1539,-16.0062026977539
1540.225,-16.0129222869873
1541.45,-16.022985458374
1542.675,-16.0355567932129
1543.9,-16.0481300354004
1545.125,-16.0598659515381
1546.35,-16.0699291229248
1547.575,-16.0791568756104
1548.8,-16.0850391387939
1550.025,-16.0900859832764
1551.25,-16.092622756958
1552.475,-16.0934886932373
1553.7,-16.0943546295166
1554.925,-16.0952205657959
1556.15,-16.0952491760254
1557.375,-16.0961151123047
1558.6,-16.0969791412354
1559.825,-16.0986824035645
1561.05,-16.1028919219971
1562.275,-16.1096115112305
1563.5,-16.1188373565674
1564.725,-16.1314105987549
1565.95,-16.1464920043945
1567.175,-16.1640796661377
1568.4,-16.1825065612793
1569.625,-16.2009315490723
1570.85,-16.2168483734131
1572.075,-16.2302570343018
1573.3,-16.2378120422363
1574.525,-16.2353324890137
1575.75,-16.2261638641357
1576.975,-16.2128143310547
1578.2,-16.1977920532227
1579.425,-16.1844425201416
1580.65,-16.175271987915
1581.875,-16.17112159729
1583.1,-16.1711502075195
1584.325,-16.174524307251
1585.55,-16.1837520599365
1586.775,-16.1979961395264
1588,-16.2172584533691
1589.225,-16.2373561859131
1590.45,-16.2582893371582
1591.675,-16.2783889770508
1592.9,-16.2959766387939
1594.125,-16.3102226257324
1595.35,-16.3227939605713
1596.575,-16.3336944580078
1597.8,-16.3420848846436
1599.025,-16.3496398925781
1600.25,-16.3563594818115
1601.475,-16.3622417449951
1602.7,-16.3664512634277
1603.925,-16.3698253631592
1605.15,-16.3731994628906
1606.375,-16.3757381439209
1607.6,-16.3799476623535
1608.825,-16.3849945068359
1610.05,-16.3933849334717
1611.275,-16.4059581756592
1612.5,-16.421875
1613.725,-16.4428081512451
1614.95,-16.4670886993408
1616.175,-16.49387550354
1617.4,-16.52317237854
1618.625,-16.5516319274902
1619.85,-16.5792541503906
1621.075,-16.6043701171875
1622.3,-16.6261405944824
1623.525,-16.6462383270264
1624.75,-16.6646633148193
1625.975,-16.6830902099609
1627.2,-16.7040233612061
1628.425,-16.7266292572021
1629.65,-16.7525806427002
1630.875,-16.7835502624512
1632.1,-16.8170261383057
1633.325,-16.85133934021
1634.55,-16.8839817047119
1635.775,-16.9149494171143
1637,-16.9417362213135
1638.225,-16.9635066986084
1639.45,-16.98193359375
1640.675,-16.997013092041
1641.9,-17.0104217529297
1643.125,-17.0238304138184
1644.35,-17.0405826568604
1645.575,-17.0606822967529
1646.8,-17.0857963562012
1648.025,-17.1142559051514
1649.25,-17.1452255249023
1650.475,-17.1778659820557
1651.7,-17.210506439209
1652.925,-17.2406387329102
1654.15,-17.2665901184082
1655.375,-17.2866878509521
1656.6,-17.300931930542
1657.825,-17.3093242645264
1659.05,-17.3143711090088
1660.275,-17.3169078826904
1661.5,-17.3202819824219
1662.725,-17.3253288269043
1663.95,-17.3345565795898
1665.175,-17.3488006591797
1666.4,-17.3688983917236
1667.625,-17.3940143585205
1668.85,-17.4224739074707
1670.075,-17.453441619873
1671.3,-17.4835739135742
1672.525,-17.5120334625244
1673.75,-17.5363121032715
1674.975,-17.5564117431641
1676.2,-17.5723285675049
1677.425,-17.5840644836426
1678.65,-17.5932903289795
1679.875,-17.6033554077148
1681.1,-17.6150913238525
1682.325,-17.6301708221436
1683.55,-17.6469249725342
1684.775,-17.664514541626
1686,-17.679594039917
1687.225,-17.6938400268555
1688.45,-17.7055759429932
1689.675,-17.7173118591309
1690.9,-17.7323913574219
1692.125,-17.7524890899658
1693.35,-17.7809505462646
1694.575,-17.8202800750732
1695.8,-17.8688087463379
1697.025,-17.9240264892578
1698.25,-17.9800815582275
1699.475,-18.0319538116455
1700.7,-18.0737934112549
1701.925,-18.105598449707
1703.15,-18.125696182251
1704.375,-18.1357593536377
1705.6,-18.1408061981201
1706.825,-18.1458530426025
1708.05,-18.1559162139893
1709.275,-18.1768493652344
1710.5,-18.2111625671387
1711.725,-18.258020401001
1712.95,-18.315746307373
1714.175,-18.380163192749
1715.4,-18.4487590789795
1716.625,-18.5173568725586
1717.85,-18.5834465026855
1719.075,-18.6453533172607
1720.3,-18.7030792236328
1721.525,-18.7574615478516
1722.75,-18.8076629638672
1723.975,-18.8528461456299
1725.2,-18.8905048370361
1726.425,-18.9197998046875
1727.65,-18.9390621185303
1728.875,-18.949125289917
1730.1,-18.9541721343994
1731.325,-18.9550380706787
1732.55,-18.9592475891113
1733.775,-18.970983505249
1735,-18.9927539825439
1736.225,-19.0253944396973
1737.45,-19.0680694580078
1738.675,-19.1182708740234
1739.9,-19.17014503479
1741.125,-19.2186737060547
1742.35,-19.2605113983154
1743.575,-19.2939891815186
1744.8,-19.3165950775146
1746.025,-19.3325119018555
1747.25,-19.343412399292
1748.475,-19.3526401519775
1749.7,-19.3635387420654
1750.925,-19.3752765655518
1752.15,-19.3886833190918
1753.375,-19.4029293060303
1754.6,-19.414665222168
1755.825,-19.4255638122559
1757.05,-19.4356288909912
1758.275,-19.4465274810791
1759.5,-19.4616088867188
1760.725,-19.4817066192627
1761.95,-19.5093307495117
1763.175,-19.5444793701172
1764.4,-19.5888271331787
1765.625,-19.6423721313477
1766.85,-19.7042808532715
1768.075,-19.7728786468506
1769.3,-19.844820022583
1770.525,-19.9150886535645
1771.75,-19.9778327941895
1772.975,-20.031379699707
1774.2,-20.0715446472168
1775.425,-20.0991687774658
1776.65,-20.1184310913086
1777.875,-20.1343479156494
1779.1,-20.1536102294922
1780.325,-20.1829051971436
1781.55,-20.2239074707031
1782.775,-20.2774543762207
1784,-20.3376884460449
1785.225,-20.4021053314209
1786.45,-20.4623413085938
1787.675,-20.5167236328125
1788.9,-20.5619068145752
1790.125,-20.5978927612305
1791.35,-20.6238441467285
1792.575,-20.6397609710693
1793.8,-20.6414623260498
1795.025,-20.6306209564209
1796.25,-20.618106842041
1797.475,-20.612283706665
1798.7,-20.6123123168945
1799.925,-20.6223754882813
1801.15,-20.6541805267334
1802.375,-20.7093982696533
1803.6,-20.7838497161865
1804.825,-20.8683338165283
1806.05,-20.9478015899658
1807.275,-21.0105457305908
1808.5,-21.0507125854492
1809.725,-21.0674648284912
1810.95,-21.0691661834717
1812.175,-21.0691967010498
1813.4,-21.0784244537354
1814.625,-21.1027030944824
1815.85,-21.1470508575439
1817.075,-21.2106304168701
1818.3,-21.2875900268555
1819.525,-21.3720741271973
1820.75,-21.459903717041
1821.975,-21.5485706329346
1823.2,-21.6364002227783
1824.425,-21.7217197418213
1825.65,-21.8036975860596
1826.875,-21.8806552886963
1828.1,-21.9467449188232
1829.325,-21.999454498291
1830.55,-22.0371131896973
1831.775,-22.0605545043945
1833,-22.0722904205322
1834.225,-22.0765018463135
1835.45,-22.0798759460449
1836.675,-22.0874309539795
1837.9,-22.1025104522705
1839.125,-22.1318073272705
1840.35,-22.1744823455811
1841.575,-22.2322082519531
1842.8,-22.2991333007813
1844.025,-22.3719120025635
1845.25,-22.4430179595947
1846.475,-22.510778427124
1847.7,-22.5701770782471
1848.925,-22.6220512390137
1850.15,-22.6680717468262
1851.375,-22.7115821838379
1852.6,-22.7567653656006
1853.825,-22.807804107666
1855.05,-22.8638572692871
1856.275,-22.9266014099121
1857.5,-22.9910182952881
1858.725,-23.0545978546143
1859.95,-23.1114883422852
1861.175,-23.1575088500977
1862.4,-23.191822052002
1863.625,-23.2186088562012
1864.85,-23.2420520782471
1866.075,-23.2688388824463
1867.3,-23.3039894104004
1868.525,-23.3508453369141
1869.75,-23.407735824585
1870.975,-23.4729881286621
1872.2,-23.5399131774902
1873.425,-23.6043281555176
1874.65,-23.6653995513916
1875.875,-23.7289810180664
1877.1,-23.800085067749
1878.325,-23.8887519836426
1879.55,-23.995813369751
1880.775,-24.1162548065186
1882,-24.2375335693359
1883.225,-24.3387413024902
1884.45,-24.4006500244141
1885.675,-24.3822822570801
1886.9,-24.3237781524658
1888.125,-24.2627639770508
1889.35,-24.2218208312988
1890.575,-24.2134876251221
1891.8,-24.2151889801025
1893.025,-24.2469940185547
1894.25,-24.3105735778809
1895.475,-24.3958950042725
1896.7,-24.4912509918213
1897.925,-24.5907878875732
1899.15,-24.6886520385742
1900.375,-24.7865142822266
1901.6,-24.8843784332275
1902.825,-24.9822425842285
1904.05,-25.0759258270264
1905.275,-25.1637554168701
1906.5,-25.2407150268555
1907.725,-25.3059673309326
1908.95,-25.3595123291016
1910.175,-25.4080410003662
1911.4,-25.4548988342285
1912.625,-25.5059356689453
1913.85,-25.5636615753174
1915.075,-25.6297512054443
1916.3,-25.6966743469238
1917.525,-25.7569103240967
1918.75,-25.800422668457
1919.975,-25.8238639831543
1921.2,-25.8280754089355
1922.425,-25.828104019165
1923.65,-25.8323135375977
1924.875,-25.8499031066895
1926.1,-25.8808727264404
1927.325,-25.9176940917969
1928.55,-25.9486618041992
1929.775,-25.9620704650879
1931,-25.9537372589111
1932.225,-25.9512596130371
1933.45,-25.9537963867188
1934.675,-25.980583190918
1935.9,-26.0458374023438
1937.125,-26.1537342071533
1938.35,-26.3026065826416
1939.575,-26.4832534790039
1940.8,-26.6797885894775
1942.025,-26.8813419342041
1943.25,-27.0695133209229
1944.475,-27.2284202575684
1945.7,-27.3413352966309
1946.925,-27.4015712738037
1948.15,-27.3873844146729
1949.375,-27.350622177124
1950.6,-27.324728012085
1951.825,-27.3222503662109
1953.05,-27.3289680480957
1954.275,-27.3682994842529
1955.5,-27.4419136047363
1956.725,-27.5389404296875
1957.95,-27.6485118865967
1959.175,-27.7647724151611
1960.4,-27.8835411071777
1961.625,-27.9998016357422
1962.85,-28.1043548583984
1964.075,-28.182149887085
1965.3,-28.2164630889893
1966.525,-28.1746826171875
1967.75,-28.1178512573242
1968.975,-28.0710525512695
1970.2,-28.0568675994873
1971.425,-28.0594043731689
1972.65,-28.1037521362305
1973.875,-28.2175045013428
1975.1,-28.3989887237549
1976.325,-28.6398410797119
1977.55,-28.9107971191406
1978.775,-29.1717185974121
1980,-29.3741073608398
1981.225,-29.4845142364502
1982.45,-29.3992519378662
1983.675,-29.2537841796875
1984.9,-29.0974445343018
1986.125,-28.976224899292
1987.35,-28.926082611084
1988.575,-28.9261131286621
1989.8,-28.970458984375
1991.025,-29.110969543457
1992.25,-29.3150310516357
1993.475,-29.5391597747803
1994.7,-29.7223148345947
1995.925,-29.8243598937988
1997.15,-29.822717666626
1998.375,-29.7984962463379
1999.6,-29.798526763916
2000.825,-29.8244781494141
2002.05,-29.9298667907715
2003.275,-30.1188774108887
2004.5,-30.366418838501
2005.725,-30.6306858062744
2006.95,-30.8489627838135
2008.175,-30.9760932922363
2009.4,-30.9184246063232
2010.625,-30.7737922668457
2011.85,-30.6040744781494
2013.075,-30.4510803222656
2014.3,-30.344913482666
2015.525,-30.3089847564697
2016.75,-30.309850692749
2017.975,-30.3608875274658
2019.2,-30.5005626678467
2020.425,-30.7238540649414
2021.65,-31.0106983184814
2022.875,-31.3309898376465
2024.1,-31.6353950500488
2025.325,-31.8770847320557
2026.55,-32.024284362793
2027.775,-32.0427093505859
2029,-31.9808597564697
2030.225,-31.9290447235107
2031.45,-31.9156951904297
2032.675,-31.91823387146
2033.9,-31.9617443084717
2035.125,-32.0453948974609
2036.35,-32.1340599060059
2037.575,-32.1968040466309
2038.8,-32.1867980957031
2040.025,-32.1500358581543
2041.25,-32.1375198364258
2042.475,-32.1392211914063
2043.7,-32.1810607910156
2044.925,-32.2906341552734
2046.15,-32.4545555114746
2047.375,-32.6494178771973
2048.6,-32.8451156616211
2049.825,-33.0199127197266
2051.05,-33.1595840454102
2052.275,-33.2624664306641
2053.5,-33.3427696228027
2054.725,-33.424747467041
2055.95,-33.5384979248047
2057.175,-33.7191467285156
2058.4,-33.9850845336914
2059.625,-34.3271179199219
2060.85,-34.6942367553711
2062.075,-35.008674621582
2063.3,-35.1809577941895
2064.525,-35.0873336791992
2065.75,-34.9251441955566
2066.975,-34.7821807861328
2068.2,-34.7044448852539
2069.425,-34.6944389343262
2070.65,-34.7036666870117
2071.875,-34.7630653381348
2073.1,-34.8458786010742
2074.325,-34.9010963439941
2075.55,-34.8467750549316
2076.775,-34.7564926147461
2078,-34.6628684997559
2079.225,-34.596004486084
2080.45,-34.5759658813477
2081.675,-34.5768280029297
2082.9,-34.6245231628418
2084.125,-34.7558326721191
2085.35,-34.9824714660645
2086.575,-35.3010902404785
2087.8,-35.6749000549316
2089.025,-36.0478706359863
2090.25,-36.3372230529785
2091.475,-36.4794044494629
2092.7,-36.3657112121582
2093.925,-36.2177352905273
2095.15,-36.1282920837402
2096.375,-36.1258125305176
2097.6,-36.1801948547363
2098.825,-36.4235572814941
2100.05,-36.8458633422852
2101.275,-37.3509559631348
2102.5,-37.7105484008789
2103.725,-37.4162368774414
2104.95,-36.8543434143066
2106.175,-36.8543739318848
2107.4,-35.7614936828613
2108.625,-35.5357513427734
2109.85,-35.5290908813477
2111.075,-35.6721115112305
2112.3,-36.2532958984375
2113.525,-37.3119468688965
2114.75,-38.598876953125
2115.975,-39.6173934936523
2117.2,-39.6893348693848
2118.425,-39.6893653869629
2119.65,-38.5429725646973
2120.875,-38.020378112793
2122.1,-37.6232147216797
2123.325,-37.3606796264648
2124.55,-37.2411346435547
2125.775,-37.2369804382324
2127,-37.3022346496582
2128.225,-37.5907516479492
2129.45,-38.1401596069336
2130.675,-38.9237022399902
2131.9,-39.7214622497559
2133.125,-40.2859230041504
2134.35,-40.1764106750488
2135.575,-39.7759017944336
2136.8,-39.4121856689453
2138.025,-39.2449760437012
2139.25,-39.2441711425781
2140.475,-39.3821716308594
2141.7,-39.842945098877
2142.925,-40.513599395752
2144.15,-41.1742248535156
2145.375,-41.6115837097168
2146.6,-41.5263214111328
2147.825,-41.1876907348633
2149.05,-40.823974609375
2150.275,-40.5647850036621
2151.5,-40.4937362670898
2152.725,-40.4962768554688
2153.95,-40.6409645080566
2155.175,-40.945369720459
2156.4,-41.2823867797852
2157.625,-41.3292427062988
2158.85,-40.9053192138672
2160.075,-40.9053497314453
2161.3,-39.7656440734863
2162.525,-39.4353790283203
2163.75,-39.4053039550781
2164.975,-39.4922981262207
2166.2,-40.0801734924316
2167.425,-41.321949005127
2168.65,-43.1482276916504
2169.875,-44.6993980407715
2171.1,-44.7579612731934
2172.325,-44.7579917907715
2173.55,-43.1993522644043
2174.775,-42.7428207397461
2176,-42.6157493591309
2177.225,-42.6182861328125
2178.45,-42.7470893859863
2179.675,-42.9570045471191
2180.9,-43.1359786987305
2182.125,-43.3149528503418
2183.35,-43.5131607055664
2184.575,-43.711368560791
2185.8,-43.8134117126465
2187.025,-43.7289848327637
2188.25,-43.6136207580566
2189.475,-43.5225028991699
2190.7,-43.5099906921387
2191.925,-43.5309257507324
2193.15,-43.7801399230957
2194.375,-44.4039688110352
2195.6,-45.3698043823242
2196.825,-46.313060760498
